feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
23.31,32.0,1,1185.75,1,7,50.36,1
33.76,59.0,1,948.68,0,1,4.16,1
23.6,52.0,1,552.75,0,3,23.07,0
34.08,66.0,2,717.91,0,1,18.92,1
38.69,89.0,0,1092.312002002773,1,5,3.48,0
23.25,18.0,0,459.93,1,4,62.66,1
25.77,9.0,2,984.53,1,6,16.3,0
17.85,93.0,0,1187.16,1,8,1.6,0
33.14,42.0,0,1000.39,1,1,32.7,0
27.57,82.0,1,1453.7,0,6,24.26,0
36.08,23.0,1,949.27,0,3,53.79,1
35.22,83.0,0,1196.37,1,4,14.71,0
19.14,85.0,2,1188.35,0,6,31.52,1
35.36,49.436559691912706,2,344.17,0,6,9.93,0
29.02,17.0,1,665.16,1,6,2.09,1
25.76,36.0,2,857.45,1,6,17.33,1
36.91,13.0,2,1208.65,1,8,13.16,0
25.83,58.0,2,705.06,1,9,13.67,0
25.27,66.0,1,620.99,0,6,4.33,1
27.37,94.0,0,333.16,0,3,19.87,0
33.28,57.0,2,1092.312002002773,1,6,9.04,0
38.82,77.0,2,676.22,0,4,2.68,1
33.09,56.0,0,1004.55,1,3,0.01,1
24.35,69.0,0,259.75,0,3,0.82,0
29.04,27.0,0,6595.0,0,8,12.12,1
34.94,22.0,0,908.14,1,8,1.64,1
39.62,0.0,1,1192.85,0,3,7.55,0
27.05,76.0,2,1222.84,1,1,2.02,0
23.71,60.0,0,242.9,1,8,56.44,1
28.44,2.0,1,1070.89,0,2,23.14581921773945,0
32.66,33.0,0,1149.18,1,9,16.96,1
31.4,59.0,1,980.11,0,9,0.19,1
28.86,25.0,1,1034.79,0,2,9.67,0
32.19,14.0,1,1013.03,1,3,33.16,0
21.92,95.0,1,1393.21,0,2,10.78,1
29.990843475581585,42.0,1,1047.35,0,7,15.61,0
38.24,49.0,1,397.7,1,9,8.22,0
31.6,85.0,1,1072.14,0,5,59.4,0
21.26,2.0,2,495.01,0,3,14.97,0
37.23,72.0,1,1477.38,0,8,2.7,0
33.09,1.0,1,1264.84,0,7,10.83,1
25.09,72.0,1,1249.08,0,9,7.76,0
29.76,45.0,2,636.67,1,6,4.27,0
24.95,14.0,0,1003.93,0,5,4.21,1
29.990843475581585,33.0,0,1015.08,1,1,37.62,0
31.86,10.0,2,749.85,0,5,25.68,1
25.72,22.0,2,633.26,1,7,48.98,1
31.43,0.0,0,726.1,0,4,0.59,1
26.37,82.0,2,701.57,0,6,3.88,0
26.74,49.436559691912706,1,708.94,0,4,10.57,0
32.25,54.0,1,764.98,1,4,7.19,0
27.01,32.0,2,1363.87,0,8,2.54,0
29.62,97.0,0,766.45,0,2,2.66,1
29.84,84.0,1,612.99,1,5,43.46,0
31.68,18.0,2,1288.62,0,6,34.44,0
31.07,78.0,1,1119.34,0,5,10.53,0
33.46,86.0,2,12763.0,0,6,5.62,0
38.46,42.0,2,779.93,1,7,11.63,0
23.01,67.0,0,675.14,1,6,6.81,1
20.34,78.0,2,625.84,1,6,1.33,1
32.87,65.0,2,1075.93,0,3,10.24,1
37.1,14.0,2,947.43,1,3,8.12,0
21.42,62.0,0,1124.65,0,4,57.25,0
31.06,96.0,0,337.98,0,8,34.23,1
35.54,35.0,1,956.3,1,8,29.54,0
38.0,21.0,2,618.82,0,6,41.8,1
33.26,11.0,1,859.82,1,5,5.85,1
24.67,27.0,1,1046.89,0,3,21.36,0
30.59,27.0,1,1205.46,1,6,6.25,0
29.990843475581585,34.0,1,866.15,1,1,57.43,0
34.8,22.0,0,374.31,0,9,4.76,0
24.51,4.0,0,1015.23,1,7,74.73,1
23.65,15.0,2,1035.57,1,7,13.41,0
30.0,10.0,1,938.2,1,2,11.56,1
29.990843475581585,49.0,0,1543.71,0,9,11.23,0
24.56,70.0,0,1147.37,0,2,22.87,1
35.76,8.0,1,1211.76,0,2,32.26,1
29.990843475581585,81.0,2,1305.62,1,7,11.46,0
29.990843475581585,36.0,2,493.44,0,9,5.67,0
37.38,15.0,1,1069.13,0,6,14.79,0
25.94,42.0,2,1195.11,0,3,12.08,1
33.03,39.0,2,1430.49,1,3,4.52,1
31.88,56.0,1,647.64,1,5,36.03,0
26.86,51.0,1,1042.87,1,1,8.43,1
32.83,94.0,0,1506.25,1,3,14.67,0
38.8,3.0,1,1240.34,1,2,1.52,1
27.71,76.0,0,1092.312002002773,1,8,7.32,1
29.990843475581585,10.0,2,1163.36,1,6,19.02,0
21.09,81.0,2,1113.04,0,3,23.14581921773945,0
30.13,56.0,0,1445.23,1,5,73.87,0
30.9,61.0,1,1122.28,0,1,5.4,0
26.52,46.0,2,832.49,0,6,17.75,0
33.84,86.0,1,1028.73,0,3,39.53,1
19.13,99.0,1,749.8,0,7,1.28,0
26.36,56.0,1,13165.6,0,1,34.14,0
21.15,61.0,2,601.64,1,1,27.82,1
37.34,49.0,2,1167.6,1,4,5.25,1
28.0,57.0,2,868.16,1,4,49.77,0
27.84,68.0,0,598.05,0,8,3.46,0
40.07,86.0,2,1248.57,0,6,49.94,0
33.52,58.0,0,958.24,1,9,6.75,1
23.23,31.0,1,750.55,0,1,38.84,1
31.22,50.0,2,1130.58,0,7,31.62,1
36.03,77.0,0,1476.29,0,1,4.09,1
33.83,10.0,0,1271.65,0,1,28.89,0
24.66,71.0,0,866.03,0,1,36.05,1
32.5,50.0,0,971.59,0,2,36.65,1
24.13,7.0,0,1094.67,1,7,59.26,1
24.1,11.0,1,999.94,0,6,2.33,1
29.44,49.436559691912706,2,1315.38,0,7,6.86,0
27.21,28.0,0,1007.63,1,9,11.7,0
35.18,41.0,1,861.91,1,3,48.14,1
32.39,93.0,0,1424.76,0,3,41.78,0
29.990843475581585,44.0,0,1090.3,0,3,552.4499999999999,1
36.56,10.0,1,1122.47,1,1,13.12,0
32.68,78.0,2,867.22,1,7,23.14581921773945,1
26.05,87.0,0,806.53,1,6,14.41,1
29.44,24.0,1,1368.67,1,7,19.13,0
28.45,17.0,1,917.79,1,7,31.45,0
32.97,22.0,2,1407.66,1,4,23.22,0
34.18,92.0,2,418.64,0,7,18.94,1
19.66,3.0,2,1303.33,0,2,7.48,1
24.92,67.0,2,501.49,1,3,23.14581921773945,1
15.36,34.0,2,681.15,1,8,10.5,0
35.15,17.0,1,1236.63,0,7,15.03,1
26.57,56.0,0,923.39,0,8,7.34,1
34.33,49.0,1,1365.23,0,6,23.14581921773945,0
32.85,84.0,2,822.65,1,2,7.12,0
29.6,49.436559691912706,1,1092.312002002773,1,7,8.42,1
28.09,56.0,0,530.61,1,2,3.69,0
37.6,10.0,1,829.02,1,2,19.84,1
29.64,27.0,0,611.64,1,9,11.48,1
31.08,26.0,2,1327.37,1,6,2.96,0
26.1,11.0,1,9017.4,1,9,6.41,0
23.77,80.0,2,752.85,0,9,27.76,0
36.38,4.0,0,1204.09,1,2,1.45,1
33.79,35.0,2,507.51,0,2,26.36,1
31.87,27.0,0,1060.04,1,1,14.86,0
34.07,66.0,0,870.49,1,6,9.65,0
28.87,83.0,0,601.4,1,1,6.26,1
33.51,98.0,2,939.66,1,5,4.27,0
36.29,55.0,1,1167.15,0,6,6.24,1
34.85,42.0,2,1351.74,1,1,51.88,0
36.94,28.0,1,1100.06,1,9,47.02,0
27.48,20.0,2,751.93,1,2,15.1,0
31.16,7.0,0,958.39,1,8,56.02,1
33.48,30.0,0,1043.8,0,4,47.43,0
29.93,44.0,1,1058.6,0,8,3.45,1
17.47,58.0,1,1227.61,1,5,6.53,0
30.04,97.0,1,655.01,1,2,67.92,1
27.94,91.0,2,1264.81,0,7,2.86,0
37.58,49.0,1,971.14,1,7,12.2,0
36.89,59.0,2,1253.1,0,1,27.9,0
30.7,97.0,1,646.37,1,7,65.02,0
36.18,97.0,0,1333.28,0,1,7.0,0
28.28,97.0,2,896.38,1,9,84.11,0
23.91,92.0,0,815.02,1,2,5.22,0
29.990843475581585,71.0,1,894.04,0,3,13.34,1
34.84,74.0,0,1196.11,1,2,4.71,0
31.44,65.0,2,950.31,0,7,23.09,1
36.84,30.0,1,822.82,0,5,6.15,0
17.85,28.0,0,846.79,1,5,9.28,0
24.09,36.0,0,830.86,0,4,0.48,0
31.02,73.0,1,1089.03,0,5,6.51,1
34.86,19.0,2,1579.35,0,3,61.43,0
35.84,49.436559691912706,1,1105.29,0,6,51.9,0
30.41,45.0,0,959.21,1,5,11.28,0
26.76,27.0,2,1460.56,0,5,10.7,0
26.21,82.0,1,835.4,0,5,0.76,1
28.82,50.0,1,1663.17,1,4,6.63,1
32.96,44.0,2,998.72,0,3,9.79,0
26.2,22.0,2,722.98,1,5,76.1,0
36.46,29.0,0,709.62,1,6,11.41,0
25.93,18.0,2,766.77,1,4,10.45,0
35.18,92.0,0,765.85,0,3,20.76,1
28.87,26.0,0,1092.312002002773,1,1,4.15,1
25.3,83.0,1,1060.33,1,9,28.61,1
25.67,49.436559691912706,0,824.13,1,9,13.11,0
30.9,44.0,2,1034.29,1,4,32.96,0
29.5,98.0,2,824.11,0,5,37.65,1
30.65,86.0,1,1015.48,1,4,23.07,1
27.82,23.0,1,898.68,1,9,4.53,0
28.34,60.0,0,1150.25,1,2,25.13,0
23.65,18.0,0,1049.34,1,2,6.79,0
24.7,16.0,2,1695.53,0,1,78.57,0
20.08,92.0,1,802.08,0,8,6.48,1
35.45,28.0,2,1238.78,1,8,63.35,1
31.16,43.0,2,910.25,0,4,8.89,0
27.85,34.0,2,1209.34,0,3,7.63,0
31.53,3.0,0,1139.73,1,8,11.49,0
34.79,27.0,2,1084.4,0,2,92.73,0
20.85,89.0,0,1332.72,0,3,23.14581921773945,0
30.21,30.0,0,1126.8,1,7,32.69,1
32.18,97.0,0,829.83,0,6,79.07,0
30.69,25.0,1,874.07,1,7,2.52,1
25.07,76.0,2,1160.15,0,5,9.51,1
25.51,22.0,0,857.23,1,6,4.52,1
29.17,99.0,2,1294.23,1,7,19.02,1
36.15,42.0,1,957.6,0,9,2.17,1
34.03,90.0,2,929.91,0,6,35.99,0
30.37,78.0,1,743.6,1,8,2.71,1
24.97,66.0,0,1209.09,1,5,15.37,1
23.33,89.0,0,1092.312002002773,0,9,0.16,1
19.95,34.0,0,975.84,0,1,22.71,0
30.9,51.0,1,781.47,0,8,63.0,0
25.12,47.0,2,405.98,1,9,47.31,0
30.59,50.0,0,835.89,0,5,15.03,0
31.67,49.0,0,990.32,0,6,25.41,0
18.76,25.0,1,1092.312002002773,1,4,14.25,1
24.66,10.0,2,1144.95,1,7,145.93,0
32.95,51.0,0,939.32,0,6,4.77,1
45.93,74.0,2,982.62,0,9,23.14581921773945,1
32.71,69.0,0,1142.25,0,4,6.57,0
30.01,11.0,1,1230.13,1,1,23.14581921773945,1
26.79,90.0,1,874.71,1,4,19.2,0
36.07,71.0,2,1092.312002002773,0,9,20.45,0
28.67,98.0,1,958.24,0,7,2.05,0
18.22,20.0,2,623.25,1,6,23.14581921773945,0
23.14,3.0,1,13505.2,1,8,35.17,0
38.46,61.0,2,1260.95,1,5,36.29,1
24.44,58.0,1,1591.31,1,5,14.33,1
27.88,66.0,0,1549.32,1,7,23.14581921773945,0
25.27,81.0,1,855.73,0,1,23.4,0
35.96,29.0,0,1092.312002002773,1,4,35.5,0
24.72,67.0,2,834.72,0,8,8.81,1
35.17,1.0,2,430.04,1,3,4.39,0
29.990843475581585,1.0,0,1684.99,0,4,66.11,1
40.11,56.0,0,1038.13,1,6,4.1,1
23.5,72.0,2,801.93,0,5,26.38,0
30.8,49.0,2,1572.42,1,8,23.14581921773945,0
30.55,54.0,1,1193.3,0,4,24.21,1
24.81,57.0,2,1499.43,0,6,1.79,0
29.990843475581585,28.0,1,1144.58,0,5,3.15,0
36.64,3.0,1,1263.17,0,2,28.04,0
29.990843475581585,68.0,2,698.41,0,4,16.2,1
35.49,8.0,0,725.78,0,9,13.65,1
33.91,56.0,0,1177.72,0,2,6.25,0
24.41,25.0,2,686.51,1,9,7.87,0
36.01,1.0,2,1645.98,1,5,5.35,1
31.32,43.0,1,902.66,0,2,10.13,1
25.52,17.0,2,1028.28,1,4,50.8,0
20.72,2.0,1,1497.6,0,6,16.23,0
29.22,47.0,1,691.06,1,5,10.12,1
25.95,28.0,1,1216.76,0,3,26.76,1
33.06,63.0,2,873.72,1,1,6.35,0
34.24,8.0,1,710.87,1,7,49.5,0
30.29,75.0,0,1615.3,0,6,5.8,0
25.72,86.0,0,1092.312002002773,0,6,48.66,0
32.07,15.0,1,1297.58,1,5,70.32,1
35.16,49.436559691912706,2,922.4,1,2,3.31,0
31.51,22.0,0,1104.88,0,2,4.48,0
38.46,0.0,0,979.78,1,6,0.94,1
31.25,0.0,2,1460.28,1,3,34.28,0
29.990843475581585,84.0,0,1586.2,0,3,23.14581921773945,1
25.38,63.0,0,1037.91,1,4,23.14581921773945,0
35.95,11.0,0,1056.07,1,9,54.23,0
21.72,73.0,1,658.39,1,7,10.45,1
30.18,99.0,2,1345.71,0,2,1.98,1
26.34,80.0,0,929.78,0,4,20.95,1
34.93,97.0,1,1061.68,1,5,31.87,1
29.48,64.0,1,679.52,1,6,17.27,0
26.45,59.0,2,897.09,1,9,32.12,0
24.35,91.0,1,1050.01,0,6,11.63,0
23.38,41.0,0,808.71,0,3,17.8,0
28.27,49.436559691912706,0,1472.62,1,5,23.14581921773945,0
31.55,49.436559691912706,0,878.24,1,7,29.34,1
27.44,49.0,2,1617.83,0,9,4.89,1
27.88,75.0,1,949.03,0,3,24.15,1
28.48,21.0,0,677.65,0,1,30.6,0
39.45,47.0,2,629.61,0,8,10.85,0
28.16,5.0,1,921.33,1,7,4.35,0
36.88,75.0,0,1174.32,0,1,17.27,0
31.06,5.0,0,1070.38,1,8,12.4,1
27.19,78.0,0,1003.87,1,2,0.75,1
20.41,39.0,1,1056.47,0,4,26.36,0
32.87,49.436559691912706,2,991.07,0,7,23.14581921773945,1
32.17,94.0,2,1845.44,1,3,2.81,1
28.55,71.0,0,1045.87,1,8,2.03,1
36.98,49.0,0,934.15,0,9,14.26,0
27.72,54.0,0,638.11,1,7,10.95,0
25.61,70.0,2,703.49,1,6,23.14581921773945,0
32.87,99.0,0,1286.16,1,5,151.9,1
30.65,82.0,1,1094.42,0,6,79.36,1
32.37,49.436559691912706,0,1225.15,0,6,42.59,1
25.78,49.436559691912706,1,1092.312002002773,1,3,20.45,1
34.45,44.0,0,1370.83,0,1,67.84,0
26.83,4.0,0,1554.0,1,6,61.97,0
39.87,14.0,1,1445.46,0,5,17.8,0
21.5,70.0,2,850.08,1,5,30.19,0
30.17,49.436559691912706,2,911.02,1,7,10.3,1
31.92,57.0,2,780.51,1,1,32.4,0
25.32,38.0,1,1333.02,1,9,23.14581921773945,1
34.96,56.0,2,1002.1,1,5,78.87,0
32.53,84.0,1,823.05,0,5,9.3,0
26.0,14.0,2,793.5,0,8,2.49,1
34.31,52.0,1,1235.86,0,1,54.67,0
30.33,66.0,2,1092.312002002773,0,3,23.14581921773945,0
31.53,26.0,1,934.96,0,2,23.14581921773945,0
22.97,44.0,0,1213.17,0,9,10.35,1
31.5,64.0,0,842.21,1,1,18.14,1
27.79,86.0,0,1033.75,1,4,40.59,0
32.22,87.0,2,1384.41,0,7,35.39,1
31.35,73.0,0,1240.71,1,4,31.16,0
28.89,21.0,1,1144.34,1,6,8.85,0
23.78,79.0,1,1397.23,0,6,12.8,1
28.36,15.0,2,1071.42,1,1,46.01,0
31.59,60.0,1,1052.31,1,7,5.07,0
33.94,20.0,1,544.98,1,4,12.76,0
34.7,65.0,1,633.87,0,9,0.28,0
29.990843475581585,1.0,2,1092.312002002773,1,5,19.27,1
24.46,79.0,2,1306.8,1,8,67.84,0
29.66,38.0,2,891.88,0,1,17.44,0
38.61,49.436559691912706,2,807.55,0,6,2.64,0
22.58,49.436559691912706,2,768.03,0,3,4.65,1
24.36,5.0,0,819.68,1,2,3.52,0
28.19,53.0,1,1225.54,1,9,2.58,1
32.68,50.0,1,1021.42,0,9,12.55,0
23.86,49.436559691912706,0,1282.61,1,4,25.47,1
40.82,29.0,0,704.08,1,8,28.53,0
31.5,40.0,0,1005.57,1,5,13.91,1
31.66,95.0,1,1069.26,0,4,2.83,0
40.56,59.0,0,890.15,1,4,13.22,0
32.94,49.436559691912706,2,1146.73,0,9,49.0,0
34.84,32.0,0,937.82,1,3,13.4,0
25.77,27.0,1,872.45,0,1,24.98,1
19.38,46.0,1,567.41,0,5,4.33,1
29.990843475581585,35.0,0,1009.33,1,2,23.95,0
26.24,36.0,1,862.58,1,9,15.36,1
35.36,92.0,0,959.35,0,1,0.25,0
20.29,28.0,2,1131.7,1,2,29.38,0
27.32,84.0,1,1129.11,0,2,60.8,0
29.56,49.436559691912706,2,1257.63,1,5,16.81,0
24.46,50.0,2,867.35,1,9,4.76,1
35.69,18.0,1,945.07,1,9,17.32,0
32.78,43.0,0,883.65,1,4,18.1,1
27.53,64.0,0,1262.6,0,1,54.87,1
32.86,16.0,2,1208.12,0,9,28.47,0
32.26,3.0,2,1300.67,1,7,16.29,0
29.38,85.0,0,1092.312002002773,1,8,35.48,0
25.57,8.0,1,974.12,1,2,5.26,0
37.21,82.0,1,580.45,1,8,28.61,0
28.07,90.0,2,1244.02,1,2,19.98,1
32.9,49.436559691912706,1,947.02,1,4,7.71,0
28.7,70.0,2,406.23,0,7,7.36,0
20.23,22.0,0,1437.55,0,1,48.02,0
33.12,26.0,2,626.64,0,6,3.47,0
22.46,49.436559691912706,0,1467.65,0,5,12.65,0
36.41,59.0,0,841.83,1,7,2.58,0
30.38,31.0,2,1205.34,0,6,35.1,0
22.18,23.0,1,1135.01,1,4,3.44,1
34.82,44.0,0,1684.41,1,4,6.11,0
30.46,88.0,0,1114.98,0,1,58.32,1
29.990843475581585,62.0,2,1590.67,1,2,3.81,0
23.5,74.0,1,838.63,0,3,4.43,0
29.990843475581585,54.0,2,961.09,0,5,2.67,1
28.71,45.0,1,1182.62,0,2,4.51,0
31.11,20.0,1,783.68,1,3,27.63,0
22.97,94.0,1,723.05,0,4,70.83,1
37.58,39.0,2,1237.55,0,7,3.43,0
28.17,33.0,1,1582.28,1,7,34.84,0
28.2,63.0,0,1635.28,0,6,15.3,0
29.31,39.0,0,1176.46,1,6,4.75,0
34.75,90.0,1,1449.62,0,4,31.95,0
30.23,31.0,0,1331.49,0,7,12.47,1
29.37,55.0,2,953.21,1,4,29.75,1
20.96,92.0,0,1043.58,1,4,27.71,0
31.61,14.0,2,860.82,0,5,28.61,0
39.07,49.0,2,5155.299999999999,0,4,1.97,0
29.990843475581585,70.0,2,1189.72,1,7,6.63,1
28.88,20.0,2,1032.17,0,3,4.93,0
27.82,59.0,0,1030.98,1,7,42.05,1
25.98,2.0,1,1317.44,0,4,463.35,1
38.28,22.0,1,1092.312002002773,1,5,32.47,1
29.67,45.0,1,1092.312002002773,1,7,18.56,1
25.35,22.0,1,589.56,1,5,0.68,1
26.2,59.0,0,741.44,0,7,13.67,1
40.38,8.0,2,956.69,1,3,7.26,1
32.18,81.0,1,853.05,1,3,10.56,1
34.06,72.0,0,1353.73,1,5,33.24,0
33.21,58.0,1,799.37,0,4,35.72,0
35.18,43.0,2,1388.76,0,7,39.82,1
26.82,51.0,2,1089.25,0,1,3.05,0
30.24,16.0,0,1109.19,1,7,0.69,1
22.31,25.0,1,1112.22,1,4,46.23,0
29.990843475581585,93.0,1,833.96,1,1,11.17,0
19.64,8.0,2,699.45,0,5,5.71,0
19.74,44.0,2,1617.15,1,7,26.81,0
30.53,70.0,0,6204.0,1,5,10.74,0
24.41,96.0,0,1465.83,0,7,43.36,0
24.11,97.0,0,292.45,0,2,0.33,1
25.99,49.436559691912706,0,647.9,0,8,28.17,1
38.74,57.0,1,1456.3,1,4,58.82,1
22.62,71.0,1,1241.64,1,4,0.02,1
37.44,15.0,0,1082.62,1,4,12.7,1
25.98,15.0,0,1128.95,0,4,23.14581921773945,1
29.81,65.0,2,1260.18,0,2,33.19,0
29.990843475581585,13.0,2,891.15,0,6,51.18,0
29.59,30.0,1,1334.04,1,5,39.81,1
31.13,84.0,0,1015.71,1,5,0.35,0
36.27,72.0,1,766.96,0,7,12.96,1
27.25,54.0,2,951.57,0,9,12.43,1
29.990843475581585,90.0,0,1141.35,0,4,23.14581921773945,1
32.36,73.0,1,1092.312002002773,0,8,91.63,1
34.96,18.0,1,1227.42,0,5,11.98,0
27.76,87.0,0,1102.65,0,7,13.2,0
31.9,3.0,2,1078.46,0,7,39.88,1
32.53,2.0,2,1092.312002002773,0,5,50.38,0
29.28,49.436559691912706,2,940.59,1,3,4.4,0
33.57,31.0,1,713.25,0,9,25.25,1
29.37,2.0,1,803.45,1,4,73.09,0
29.37,27.0,1,1092.312002002773,0,2,3.08,1
28.47,0.0,0,1152.12,0,4,63.72,1
24.13,15.0,2,1360.73,0,4,54.21,1
35.5,72.0,1,1092.312002002773,0,3,10.82,1
31.02,7.0,1,1217.25,0,6,49.4,1
27.47,68.0,0,919.77,1,1,19.66,1
27.91,54.0,0,657.58,0,4,19.26,1
31.22,14.0,1,992.2,1,3,23.14581921773945,0
26.37,85.0,0,956.94,1,9,25.72,0
33.95,44.0,2,874.49,0,5,32.25,1
36.04,10.0,0,689.46,0,2,13.84,0
27.74,19.0,0,1092.312002002773,1,5,9.23,0
30.95,59.0,0,606.45,0,3,36.33,1
25.69,88.0,1,738.34,0,6,1.03,0
35.15,9.0,2,1154.05,0,6,14.47,1
29.08,60.0,2,1091.29,0,1,17.68,1
30.45,7.0,0,803.09,1,9,15.34,0
25.1,10.0,0,649.31,0,7,68.75,1
31.22,71.0,2,657.38,1,3,5.5,0
24.34,95.0,1,1315.13,1,8,3.13,1
19.29,44.0,0,1378.49,1,8,1.74,0
30.02,85.0,2,1103.47,1,2,42.68,0
37.5,43.0,0,1356.32,0,9,2.76,1
24.41,47.0,2,745.99,0,6,24.45,0
37.12,14.0,0,10989.2,0,1,18.2,1
38.21,97.0,2,788.83,0,4,5.03,0
34.15,50.0,2,1063.67,1,5,9.64,0
37.77,0.0,1,1419.22,1,3,4.71,0
30.08,83.0,0,1092.312002002773,0,9,21.99,0
33.34,45.0,1,634.49,1,7,16.63,0
25.02,88.0,1,860.08,1,7,23.14581921773945,1
27.65,56.0,1,1395.17,1,2,44.01,0
25.11,1.0,2,1318.53,1,5,1.2,1
30.33,44.0,2,925.25,0,3,44.82,0
26.4,94.0,1,844.76,1,9,11.41,0
23.92,4.0,1,686.54,1,8,9.22,1
27.35,4.0,1,996.82,1,2,0.96,0
31.65,89.0,0,1129.05,0,5,3.87,1
28.61,49.436559691912706,0,396.67,0,1,26.52,0
30.07,60.0,0,9878.6,0,9,1.0,1
29.990843475581585,72.0,0,724.15,0,5,26.32,1
29.990843475581585,39.0,0,847.73,1,2,29.26,1
34.41,93.0,1,1271.16,1,2,8.11,0
31.55,7.0,1,550.26,0,8,1.13,0
25.57,72.0,0,1073.64,1,4,7.8,0
29.64,63.0,2,1320.46,1,3,35.39,0
30.55,55.0,0,1121.56,0,6,32.59,0
26.09,37.0,2,874.09,1,9,10.54,1
34.24,81.0,0,856.95,0,5,19.53,1
31.15,52.0,1,247.78,1,1,1.46,0
28.62,70.0,0,1035.97,1,5,2.66,1
26.34,96.0,2,1009.83,1,8,3.84,1
26.34,43.0,0,577.73,1,4,10.65,0
27.72,85.0,0,690.33,0,9,6.34,1
24.38,0.0,2,949.34,1,5,8.99,0
25.28,97.0,1,1016.33,0,3,34.06,0
28.0,85.0,1,782.08,1,9,58.2,1
27.53,67.0,0,1239.58,1,3,48.14,1
33.23,97.0,0,1011.12,1,5,14.57,1
32.37,77.0,2,974.14,0,2,8.82,1
30.96,33.0,0,1287.35,0,8,4.91,0
29.72,68.0,1,660.74,1,1,6.5,1
28.31,96.0,2,1005.76,0,1,3.87,1
28.8,99.0,0,1153.04,0,6,23.14581921773945,0
29.990843475581585,66.0,2,571.15,0,6,4.06,0
31.94,21.0,2,854.89,0,2,15.88,0
28.04,11.0,0,1039.25,1,4,62.41,0
16.21,33.0,0,1394.14,1,5,16.53,0
25.53,32.0,1,1092.312002002773,0,7,4.32,1
29.990843475581585,14.0,0,1473.87,1,9,7.12,1
27.43,52.0,0,1070.35,1,5,28.63,0
32.62,11.0,2,1092.312002002773,0,4,11.36,0
25.62,49.436559691912706,1,1029.46,0,4,38.08,0
26.49,56.0,0,550.61,0,4,1.42,1
29.57,78.0,0,917.8,0,2,32.6,1
34.91,49.0,2,1239.22,1,7,12.08,1
29.46,36.0,2,695.55,1,6,5.28,0
34.36,11.0,1,1044.61,0,8,0.05,0
35.38,62.0,0,701.68,1,6,12.87,0
29.33,62.0,0,849.58,1,9,11.45,0
29.8,37.0,2,1140.5,1,3,50.23,0
40.54,3.0,1,727.85,1,9,16.93,0
30.58,14.0,0,1092.312002002773,1,7,3.03,0
25.49,1.0,2,915.22,1,8,33.62,0
25.62,78.0,0,1515.79,0,3,12.36,0
31.08,41.0,0,769.8,1,2,15.69,0
33.51,76.0,0,1092.312002002773,1,8,37.47,0
30.43,92.0,1,1092.312002002773,0,7,3.44,0
36.89,96.0,2,1131.75,0,6,7.51,1
27.75,29.0,1,1137.68,1,7,23.14581921773945,0
29.13,81.0,1,1372.78,1,8,5.57,0
25.79,97.0,0,1004.48,0,5,25.09,0
23.44,49.436559691912706,2,1053.6,0,6,7.43,0
31.35,56.0,0,1434.53,1,7,46.63,0
29.79,81.0,0,1219.04,0,4,9.34,0
24.32,9.0,1,593.77,1,9,4.29,1
29.15,36.0,2,1028.35,0,6,6.52,1
28.93,11.0,0,444.61,0,6,11.72,0
25.36,86.0,1,521.55,0,8,26.24,1
23.46,72.0,2,924.89,1,9,37.69,1
33.28,37.0,1,798.3,1,5,23.14581921773945,0
25.4,31.0,1,1066.96,0,2,46.12,1
33.55,9.0,0,1066.05,1,4,23.14581921773945,0
32.24,25.0,0,1000.79,1,8,7.22,0
28.67,18.0,2,1213.23,0,6,12.63,1
30.74,73.0,0,1695.54,1,6,11.07,1
36.2,49.0,2,719.13,0,1,4.45,0
30.23,41.0,1,1166.21,0,8,2.03,1
21.91,74.0,1,1262.78,1,4,2.29,1
22.13,41.0,2,1486.72,1,5,23.14581921773945,0
38.79,61.0,2,1053.96,1,8,3.12,1
27.61,11.0,2,805.34,1,2,14.15,1
31.73,74.0,0,738.34,0,1,6.21,1
29.990843475581585,49.436559691912706,0,723.5,0,2,29.96,1
29.97,55.0,0,1009.28,1,2,10.6,0
29.68,68.0,2,473.44,1,3,313.05,1
15.12,16.0,2,678.96,1,8,12.9,1
27.71,14.0,1,1137.29,0,2,15.73,1
27.07,0.0,2,853.59,1,3,38.08,0
32.42,15.0,1,1169.41,0,9,16.52,0
28.92,52.0,1,1082.37,1,2,52.89,0
29.990843475581585,86.0,1,943.17,1,4,76.24,0
26.48,76.0,0,1169.42,0,5,0.96,1
29.990843475581585,78.0,0,990.1,1,9,27.77,1
27.15,34.0,0,386.15,0,4,11.33,0
25.52,31.0,1,810.9,1,8,21.36,1
26.56,62.0,0,1093.17,1,7,18.8,1
34.53,45.0,2,1019.06,1,2,70.47,0
28.95,29.0,0,1700.61,0,7,23.14581921773945,0
32.82,56.0,1,1045.44,0,4,19.87,0
25.88,53.0,2,907.21,0,6,6.42,0
29.92,49.436559691912706,1,1203.54,1,3,44.54,0
15.73,87.0,0,930.17,1,6,23.14581921773945,0
27.28,4.0,1,469.52,1,1,6.2,1
29.18,32.0,2,907.77,1,8,12.86,0
37.96,53.0,1,939.68,1,5,23.14581921773945,1
24.76,14.0,1,790.72,0,8,52.97,0
37.71,44.0,1,918.69,0,2,7.57,1
38.0,83.0,2,1063.12,0,2,5.75,1
29.990843475581585,29.0,1,959.7,0,5,8.9,0
28.55,7.0,2,760.89,1,9,13.62,0
